filename_audio,filename_video,scene_label,location_id
audio/airport-london-6-257.wav,video/airport-london-6-257.mp4,airport,6
audio/airport-london-6-258.wav,video/airport-london-6-258.mp4,airport,6
audio/airport-london-6-259.wav,video/airport-london-6-259.mp4,airport,6
audio/airport-london-6-260.wav,video/airport-london-6-260.mp4,airport,6
audio/airport-london-6-261.wav,video/airport-london-6-261.mp4,airport,6
audio/airport-london-6-262.wav,video/airport-london-6-262.mp4,airport,6
audio/airport-london-6-263.wav,video/airport-london-6-263.mp4,airport,6
audio/airport-london-6-264.wav,video/airport-london-6-264.mp4,airport,6
audio/airport-london-6-265.wav,video/airport-london-6-265.mp4,airport,6
audio/airport-london-6-266.wav,video/airport-london-6-266.mp4,airport,6
audio/airport-london-6-267.wav,video/airport-london-6-267.mp4,airport,6
audio/airport-london-6-268.wav,video/airport-london-6-268.mp4,airport,6
audio/airport-london-6-269.wav,video/airport-london-6-269.mp4,airport,6
audio/airport-london-6-270.wav,video/airport-london-6-270.mp4,airport,6
audio/airport-london-6-271.wav,video/airport-london-6-271.mp4,airport,6
audio/airport-london-6-272.wav,video/airport-london-6-272.mp4,airport,6
audio/airport-london-6-273.wav,video/airport-london-6-273.mp4,airport,6
audio/airport-london-6-274.wav,video/airport-london-6-274.mp4,airport,6
audio/airport-london-6-275.wav,video/airport-london-6-275.mp4,airport,6
audio/airport-london-6-276.wav,video/airport-london-6-276.mp4,airport,6
audio/airport-london-6-277.wav,video/airport-london-6-277.mp4,airport,6
audio/airport-london-6-278.wav,video/airport-london-6-278.mp4,airport,6
audio/airport-london-6-279.wav,video/airport-london-6-279.mp4,airport,6
audio/airport-london-6-280.wav,video/airport-london-6-280.mp4,airport,6
audio/airport-london-6-281.wav,video/airport-london-6-281.mp4,airport,6
audio/airport-london-6-282.wav,video/airport-london-6-282.mp4,airport,6
audio/airport-london-6-283.wav,video/airport-london-6-283.mp4,airport,6
audio/airport-london-6-284.wav,video/airport-london-6-284.mp4,airport,6
audio/airport-london-6-285.wav,video/airport-london-6-285.mp4,airport,6
audio/airport-london-6-286.wav,video/airport-london-6-286.mp4,airport,6
audio/airport-london-6-287.wav,video/airport-london-6-287.mp4,airport,6
audio/airport-london-6-288.wav,video/airport-london-6-288.mp4,airport,6
audio/airport-london-6-289.wav,video/airport-london-6-289.mp4,airport,6
audio/airport-london-6-290.wav,video/airport-london-6-290.mp4,airport,6
audio/airport-london-6-291.wav,video/airport-london-6-291.mp4,airport,6
audio/airport-london-6-292.wav,video/airport-london-6-292.mp4,airport,6
audio/airport-london-6-293.wav,video/airport-london-6-293.mp4,airport,6
audio/airport-london-6-294.wav,video/airport-london-6-294.mp4,airport,6
audio/airport-london-6-295.wav,video/airport-london-6-295.mp4,airport,6
audio/airport-london-6-296.wav,video/airport-london-6-296.mp4,airport,6
audio/airport-london-6-297.wav,video/airport-london-6-297.mp4,airport,6
audio/airport-london-6-298.wav,video/airport-london-6-298.mp4,airport,6
audio/airport-london-6-299.wav,video/airport-london-6-299.mp4,airport,6
audio/airport-london-6-300.wav,video/airport-london-6-300.mp4,airport,6
audio/airport-london-6-301.wav,video/airport-london-6-301.mp4,airport,6
audio/airport-london-6-302.wav,video/airport-london-6-302.mp4,airport,6
audio/airport-london-6-303.wav,video/airport-london-6-303.mp4,airport,6
audio/airport-london-6-304.wav,video/airport-london-6-304.mp4,airport,6
audio/airport-london-6-305.wav,video/airport-london-6-305.mp4,airport,6
audio/airport-london-6-306.wav,video/airport-london-6-306.mp4,airport,6
audio/airport-stockholm-11-449.wav,video/airport-stockholm-11-449.mp4,airport,11
audio/airport-stockholm-11-450.wav,video/airport-stockholm-11-450.mp4,airport,11
audio/airport-stockholm-11-451.wav,video/airport-stockholm-11-451.mp4,airport,11
audio/airport-stockholm-11-452.wav,video/airport-stockholm-11-452.mp4,airport,11
audio/airport-stockholm-11-453.wav,video/airport-stockholm-11-453.mp4,airport,11
audio/airport-stockholm-11-454.wav,video/airport-stockholm-11-454.mp4,airport,11
audio/airport-stockholm-11-455.wav,video/airport-stockholm-11-455.mp4,airport,11
audio/airport-stockholm-11-456.wav,video/airport-stockholm-11-456.mp4,airport,11
audio/airport-stockholm-11-457.wav,video/airport-stockholm-11-457.mp4,airport,11
audio/airport-stockholm-11-458.wav,video/airport-stockholm-11-458.mp4,airport,11
audio/airport-stockholm-11-459.wav,video/airport-stockholm-11-459.mp4,airport,11
audio/airport-stockholm-11-460.wav,video/airport-stockholm-11-460.mp4,airport,11
audio/airport-stockholm-11-461.wav,video/airport-stockholm-11-461.mp4,airport,11
audio/airport-stockholm-11-462.wav,video/airport-stockholm-11-462.mp4,airport,11
audio/airport-stockholm-11-463.wav,video/airport-stockholm-11-463.mp4,airport,11
audio/airport-stockholm-11-464.wav,video/airport-stockholm-11-464.mp4,airport,11
audio/airport-stockholm-11-465.wav,video/airport-stockholm-11-465.mp4,airport,11
audio/airport-stockholm-11-466.wav,video/airport-stockholm-11-466.mp4,airport,11
audio/airport-stockholm-11-467.wav,video/airport-stockholm-11-467.mp4,airport,11
audio/airport-stockholm-11-468.wav,video/airport-stockholm-11-468.mp4,airport,11
audio/airport-stockholm-11-469.wav,video/airport-stockholm-11-469.mp4,airport,11
audio/airport-stockholm-11-470.wav,video/airport-stockholm-11-470.mp4,airport,11
audio/airport-stockholm-11-471.wav,video/airport-stockholm-11-471.mp4,airport,11
audio/airport-stockholm-11-472.wav,video/airport-stockholm-11-472.mp4,airport,11
audio/airport-stockholm-11-473.wav,video/airport-stockholm-11-473.mp4,airport,11
audio/airport-stockholm-11-474.wav,video/airport-stockholm-11-474.mp4,airport,11
audio/airport-stockholm-11-475.wav,video/airport-stockholm-11-475.mp4,airport,11
audio/airport-stockholm-11-476.wav,video/airport-stockholm-11-476.mp4,airport,11
audio/airport-stockholm-11-477.wav,video/airport-stockholm-11-477.mp4,airport,11
audio/airport-stockholm-11-478.wav,video/airport-stockholm-11-478.mp4,airport,11
audio/airport-lisbon-1000-40000.wav,video/airport-lisbon-1000-40000.mp4,airport,1000
audio/airport-lisbon-1000-40073.wav,video/airport-lisbon-1000-40073.mp4,airport,1000
audio/airport-lisbon-1000-40242.wav,video/airport-lisbon-1000-40242.mp4,airport,1000
audio/airport-lisbon-1000-40280.wav,video/airport-lisbon-1000-40280.mp4,airport,1000
audio/airport-lisbon-1000-40329.wav,video/airport-lisbon-1000-40329.mp4,airport,1000
audio/airport-lisbon-1000-40342.wav,video/airport-lisbon-1000-40342.mp4,airport,1000
audio/airport-lisbon-1000-40463.wav,video/airport-lisbon-1000-40463.mp4,airport,1000
audio/airport-lisbon-1000-40528.wav,video/airport-lisbon-1000-40528.mp4,airport,1000
audio/airport-lisbon-1000-40643.wav,video/airport-lisbon-1000-40643.mp4,airport,1000
audio/airport-lisbon-1000-40647.wav,video/airport-lisbon-1000-40647.mp4,airport,1000
audio/airport-lisbon-1000-40849.wav,video/airport-lisbon-1000-40849.mp4,airport,1000
audio/airport-lisbon-1000-41194.wav,video/airport-lisbon-1000-41194.mp4,airport,1000
audio/airport-lisbon-1000-41312.wav,video/airport-lisbon-1000-41312.mp4,airport,1000
audio/airport-lisbon-1000-41323.wav,video/airport-lisbon-1000-41323.mp4,airport,1000
audio/airport-lisbon-1000-41411.wav,video/airport-lisbon-1000-41411.mp4,airport,1000
audio/airport-lisbon-1000-41635.wav,video/airport-lisbon-1000-41635.mp4,airport,1000
audio/airport-lisbon-1000-41698.wav,video/airport-lisbon-1000-41698.mp4,airport,1000
audio/airport-lisbon-1000-41706.wav,video/airport-lisbon-1000-41706.mp4,airport,1000
audio/airport-lisbon-1000-41735.wav,video/airport-lisbon-1000-41735.mp4,airport,1000
audio/airport-lisbon-1000-41994.wav,video/airport-lisbon-1000-41994.mp4,airport,1000
audio/airport-lisbon-1000-42196.wav,video/airport-lisbon-1000-42196.mp4,airport,1000
audio/airport-lisbon-1000-42274.wav,video/airport-lisbon-1000-42274.mp4,airport,1000
audio/airport-lisbon-1000-42406.wav,video/airport-lisbon-1000-42406.mp4,airport,1000
